Date,Slot,Station,Location,Type,Volume (seconds),Volume (minutes),Product,Brand,Industry,Market,,Slot Categories
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,45,0.75,Jeevan Laksh Policy,LIC,Insurance,Financial Services,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,35,0.5833333333,Jeevan Utsav Policy,LIC,Insurance,Finance - Insurance,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,75,1.25,Jeevan Utsav Policy,LIC,Insurance,Finance - Insurance,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,26,0.4333333333,Mangalsutra Collection,Malabar Gold & Diamond,Jewelry,Luxury Goods,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,40,0.6666666667,Mirchi AI Shy Program,Mirchi AI Shy,Entertainment,Program,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,511,8.516666667,Mirchi Holified Party,Mirchi,Entertainment,Music and Events,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,248,4.133333333,Mirchi Holified Party,Mirchi,Entertainment,Music and Events,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,267,4.45,Mirchi Holified Party,Mirchi,Entertainment,Music and Events,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,14,0.2333333333,Mirchi Youtube Channel,Mirchi Marathi,Entertainment,Digital Media and Music,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,78,1.3,Mirchi recharge morning,Radio Mirchi,Entertainment,Broadcasting and Media,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,90,1.5,Motor Insurance,Chola MS,Insurance,Finance - Insurance,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,29,0.4833333333,Motor Insurance,Chola MS,Insurance,Finance - Insurance,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,225,3.75,Mutual Fund Investments,SBI,Financial Services,Banking,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,91,1.516666667,Mutual Fund Investments,SBI,Financial Services,Banking,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,188,3.11,NSO Survey (National Statistical Office),Government of India,Government,Public Services and Data Collection,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,129,2.15,NSO Survey (National Statistical Office),Government of India,Government,Public Services and Data Collection,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,30,0.5,Nafarmaniyan,Pintu Ki Pappi,Entertainment,Movies,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,21,0.35,Pahune Yet Ahe Pori,Sthal,Entertainment,Movie Release,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,25,0.4166666667,Pashu Aahar (Cattle Feed),Kapila Pashu Aahar,Animal Nutrition,Agriculture and Livestock,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,20,0.3333333333,Pashu Aahar (Cattle Feed),Kapila Pashu Aahar,Animal Nutrition,Agriculture and Livestock,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,40,0.6666666667,Pashu Aahar (Cattle Feed),Kapila Pashu Aahar,Animal Nutrition,Agriculture and Livestock,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,103,1.716666667,Petsafa,Petsafa,FMCG,Medical Equipment & Supplies,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,43,0.7166666667,Petsafa,Petsafa,FMCG,Medical Equipment & Supplies,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,160,2.666666667,Petsafa,Petsafa,FMCG,Medical Equipment & Supplies,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,61,1.016666667,Promise,Hyundai,Automotive,Automotive - Car exchange,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,576,9.6,Promise,Hyundai,Automotive,Automotive - Car exchange,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,144,2.4,Property Solutions,The Real Estate Mall,Real Estate,Housing and Commercial Properties,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,125,2.083333333,Property Solutions,The Real Estate Mall,Real Estate,Housing and Commercial Properties,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,103,1.716666667,Property Solutions,The Real Estate Mall,Real Estate,Housing and Commercial Properties,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,32,0.5333333333,Public Survey,Swach Sarvekshan 2024,Public Works,Public Service Ads,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,63,1.05,Public Survey,Swach Sarvekshan 2024,Public Works,Public Service Ads,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,29,0.4833333333,RJ Nimmi Show,Radio Mirchi,Entertainment,Broadcasting and Media,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,127,2.116666667,Score Update,LIC,Insurance,Financial Services,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,706,11.76666667,Score Update,LIC,Insurance,Financial Services,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,21,0.35,Srikhand,Gokul,FMCG,Food,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,21,0.35,Srikhand,Gokul,FMCG,Food,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,20,0.3333333333,Srikhand,Gokul,FMCG,Food,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,210,3.5,Superhero Recharge Plans,Vodafone Idea (VI),Telecommunications,Telecommunications - Mobile services,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,110,1.833333333,Superhero Recharge Plans,Vodafone Idea (VI),Telecommunications,Telecommunications - Mobile services,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,246,4.1,Superhero Recharge Plans,Vodafone Idea (VI),Telecommunications,Telecommunications - Mobile services,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,19,0.3166666667,Taigun,Volkswagen,Automotive,Automotive - Car,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,72,1.2,Taigun,Volkswagen,Automotive,Automotive - Car,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,103,1.716666667,Taigun,Volkswagen,Automotive,Automotive - Car,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,55,0.9166666667,Tax Advisory Services,Government of India,Government,Public Services and Financial Regulation,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,56,0.9333333333,Tax Advisory Services,Government of India,Government,Public Services and Financial Regulation,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,5,0.08333333333,Toss Update,LIC,Insurance,Financial Services,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,180,3,True Value Carnival,Maruti Suzuki,Automotive,Fair,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,100,1.666666667,True Value Carnival,Maruti Suzuki,Automotive,Fair,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,44,0.7333333333,Tyres,Apollo tyres,Automotive,Automotive - Vehicle Components,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,112,1.866666667,Tyres,Apollo tyres,Automotive,Automotive - Vehicle Components,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,137,2.283333333,Tyres,Apollo tyres,Automotive,Automotive - Vehicle Components,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,146,2.433333333,Union Bank,Union Bank,Banking,Finance,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,59,0.9833333333,Union Bank,Union Bank,Banking,Finance,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,15,0.25,Unknown,Apollo Tires,Unknown,Unknown,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,19,0.3166666667,Warana Lassi,Warana,FMCG,FMCG - Food & Beverages,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,20,0.3333333333,Warana Lassi,Warana,FMCG,FMCG - Food & Beverages,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,530,8.8333333,Yo Yo Honey Singh Millionaire Concert,Yo Yo Honey Singh Millionaire Tour,Entertainment,Miscellaneous,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,61,1.016666667,Youtube Music Videos,Shemaroo Entertainment Ltd.,Entertainment,Music,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,59,0.9833333333,Youtube Music Videos,Shemaroo Entertainment Ltd.,Entertainment,Music,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,119,1.983333333,Ar Mirdor,AR Realty,Real Estate,Property-Housing,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,151,2.516666667,Ar Mirdor,AR Realty,Real Estate,Property-Housing,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,59,0.9833333333,Ar Mirdor,AR Realty,Real Estate,Property-Housing,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,128,2.133333333,Badhekar Group,Badhekar Group,Real Estate,Property - Housing,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,201,3.35,Badhekar Group,Badhekar Group,Real Estate,Property - Housing,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,101,1.683333333,Badhekar Group,Badhekar Group,Real Estate,Property - Housing,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,80,1.333333333,Federal Bank,Federal Bank,Banking,Finance - Bank,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,75,1.25,Federal Bank,Federal Bank,Banking,Finance - Bank,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,40,0.6666666667,Hospital,Jeena Sikhho Ayurvedic Hospital,Healthcare,Health,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,72,1.2,Hospital,Jeena Sikhho Ayurvedic Hospital,Healthcare,Health,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,43,0.7166666667,Hospital,Jeena Sikhho Ayurvedic Hospital,Healthcare,Health,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,43,0.7166666667,Jeena Sikho Ayurvedic Hospital,Jeena Sikho Ayurvedic Hospital,Healthcare,Services - Health,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,36,0.6,Knowlathon,Knowlathon,Education,Vocational Training & Schools,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,61,1.016666667,Knowlathon,Knowlathon,Education,Vocational Training & Schools,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,41,0.68333,Knowlathon,Knowlathon,Education,Vocational Training & Schools,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,60,1,Naina Song,Diplomat,Entertainment,Movie Release,,
2025-03-04,Night,Radio Mirchi,Pune,advertisement,55,0.9166666667,Naina Song,Diplomat,Entertainment,Movie Release,,
2025-03-04,Afternoon,Radio Mirchi,Pune,advertisement,30,0.5,Public Survey,Swach Sarvekshan 2024,Public Works,Public Service Ads,,
2025-03-04,Morning,Radio Mirchi,Pune,advertisement,30,0.5,Public Survey,Swach Sarvekshan 2024,Public Works,Public Service Ads,,
